,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
936,SE_TOT_CPLR MALE        PRIMAR URBAN             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,87.85374,,,,,,,
937,SE_TOT_CPLR MALE        PRIMAR URBAN             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,81.53,,,,,,,,
938,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,7.00238,,,,,,,
939,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,12.92,,,,,,,,
940,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,14.30763,,,,,,,
941,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,19.85,,,,,,,,
942,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,29.48627,,,,,,,
943,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,22.32,,,,,,,,
944,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,48.54769,,,,,,,
945,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,35.08,,,,,,,,
946,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,73.96867,,,,,,,
947,SE_TOT_CPLR MALE        UPPSEC ALLAREA             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,62.15,,,,,,,,
948,SE_TOT_CPLR MALE        UPPSEC ALLAREA             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,36.38529,,,,,,,
949,SE_TOT_CPLR MALE        UPPSEC ALLAREA             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,33.82,,,,,,,,
950,SE_TOT_CPLR MALE        UPPSEC RURAL             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,7.00674,,,,,,,
951,SE_TOT_CPLR MALE        UPPSEC RURAL             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,7.68,,,,,,,,
952,SE_TOT_CPLR MALE        UPPSEC RURAL             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,14.13858,,,,,,,
953,SE_TOT_CPLR MALE        UPPSEC RURAL             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,17.94,,,,,,,,
954,SE_TOT_CPLR MALE        UPPSEC RURAL             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,29.75633,,,,,,,
955,SE_TOT_CPLR MALE        UPPSEC RURAL             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,14.76,,,,,,,,
956,SE_TOT_CPLR MALE        UPPSEC RURAL             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,52.08366,,,,,,,
957,SE_TOT_CPLR MALE        UPPSEC RURAL             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,19.21,,,,,,,,
958,SE_TOT_CPLR MALE        UPPSEC RURAL             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,64.78557,,,,,,,
959,SE_TOT_CPLR MALE        UPPSEC RURAL             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,38.6,,,,,,,,
960,SE_TOT_CPLR MALE        UPPSEC RURAL             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,25.12327,,,,,,,
961,SE_TOT_CPLR MALE        UPPSEC RURAL             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,22.02,,,,,,,,
962,SE_TOT_CPLR MALE        UPPSEC URBAN             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.;Value based on 25-49 unweighted observations in sample. Data extracted on 13 April 2021.,,,,6.96841,,,,,,,
963,SE_TOT_CPLR MALE        UPPSEC URBAN             Q1  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,28.44,,,,,,,,
964,SE_TOT_CPLR MALE        UPPSEC URBAN             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,15.00685,,,,,,,
965,SE_TOT_CPLR MALE        UPPSEC URBAN             Q2  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,24.92,,,,,,,,
966,SE_TOT_CPLR MALE        UPPSEC URBAN             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,28.90919,,,,,,,
967,SE_TOT_CPLR MALE        UPPSEC URBAN             Q3  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,33.87,,,,,,,,
968,SE_TOT_CPLR MALE        UPPSEC URBAN             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,46.46076,,,,,,,
969,SE_TOT_CPLR MALE        UPPSEC URBAN             Q4  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,49.79,,,,,,,,
970,SE_TOT_CPLR MALE        UPPSEC URBAN             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,75.70955,,,,,,,
971,SE_TOT_CPLR MALE        UPPSEC URBAN             Q5  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,78.93,,,,,,,,
972,SE_TOT_CPLR MALE        UPPSEC URBAN             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,50.84769,,,,,,,
973,SE_TOT_CPLR MALE        UPPSEC URBAN             _T  ,4.0,4.1,4.1.2,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,44.82,,,,,,,,
974,SE_TOT_GPI        SKILL_MATH GRAD23                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,0.9394,,,,,,,,,
975,SE_TOT_GPI        SKILL_MATH LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,0.83694,,,,,,,
976,SE_TOT_GPI        SKILL_MATH PRIMAR                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,0.76121,,,,,,,,,
977,SE_TOT_GPI        SKILL_READ GRAD23                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,1.01309,,,,,,,,,
978,SE_TOT_GPI        SKILL_READ LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,1.15439,,,,,,,
979,SE_TOT_GPI        SKILL_READ PRIMAR                ,4.0,4.5,4.5.1,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,0.95278,,,,,,,,,
980,SE_TOT_PRFL BOTHSEX       SKILL_MATH GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,51.7858,,,,,,,,,
981,SE_TOT_PRFL BOTHSEX       SKILL_MATH LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,10.63765,,,,,,,
982,SE_TOT_PRFL BOTHSEX       SKILL_MATH PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,34.46266,,,,,,,,,
983,SE_TOT_PRFL BOTHSEX       SKILL_READ GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,68.0429,,,,,,,,,
984,SE_TOT_PRFL BOTHSEX       SKILL_READ LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,29.94714,,,,,,,
985,SE_TOT_PRFL BOTHSEX       SKILL_READ PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,36.37558,,,,,,,,,
986,SE_TOT_PRFL FEMALE       SKILL_MATH GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,50.12182,,,,,,,,,
987,SE_TOT_PRFL FEMALE       SKILL_MATH LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,9.65206,,,,,,,
988,SE_TOT_PRFL FEMALE       SKILL_MATH PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,29.74469,,,,,,,,,
989,SE_TOT_PRFL FEMALE       SKILL_READ GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,68.5011,,,,,,,,,
990,SE_TOT_PRFL FEMALE       SKILL_READ LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,32.58363,,,,,,,
991,SE_TOT_PRFL FEMALE       SKILL_READ PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,35.49712,,,,,,,,,
992,SE_TOT_PRFL MALE       SKILL_MATH GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,53.35525,,,,,,,,,
993,SE_TOT_PRFL MALE       SKILL_MATH LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,11.53258,,,,,,,
994,SE_TOT_PRFL MALE       SKILL_MATH PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,39.0754,,,,,,,,,
995,SE_TOT_PRFL MALE       SKILL_READ GRAD23                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 2. Grade 3 Data extracted on 13 April 2021.,,67.60446,,,,,,,,,
996,SE_TOT_PRFL MALE       SKILL_READ LOWSEC                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,27.55319,,,,,,,
997,SE_TOT_PRFL MALE       SKILL_READ PRIMAR                ,4.0,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),Laboratorio Latinoamericano de Evaluación de la Calidad de la Educación (LLECE). Students achieving at least proficiency Level 3. Grade 6 Data extracted on 13 April 2021.,,37.2564,,,,,,,,,
998,SE_TOT_RUPI        SKILL_MATH LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,0.10342,,,,,,,
999,SE_TOT_RUPI        SKILL_READ LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_RUPI,Adjusted rural to urban parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,0.25479,,,,,,,
1000,SE_TOT_SESPI        SKILL_MATH LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,0.09948,,,,,,,
1001,SE_TOT_SESPI        SKILL_READ LOWSEC                ,4.0,4.5,4.5.1,SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Programme for International Student Assessment (PISA) for Development. Students achieving at least proficiency Level 2. Modal grade for PISA: http://dx.doi.org/10.1787/888934038799 Data extracted on 13 April 2021.,,,,0.24868,,,,,,,
1002,SG_CPA_MIGRS                         ,10.0,10.7,10.7.2,SG_CPA_MIGRS,"Countries with migration policies to facilitate orderly, safe, regular and responsible migration and mobility of people, by policy domain (1 = Requires further progress; 2 = Partially meets; 3 = Meets; 4 = Fully meets)","United Nation Inquiry among Governments on Population and Development (the “Inquiry”), available at https://esa.un.org/PopPolicy/Inquiry.aspx. The Inquiry was sent to 197 countries, including all 193 Member States, two Observer States (the Holy See and the State of Palestine) and two non-member States (Cook Islands and Niue) of the United Nations.",,,,,,,,4.0,,,
1003,SG_DMK_PARLCC_LC FEMALE   GEN_EQU              _U       ,16.0,16.7,16.7.1,SG_DMK_PARLCC_LC,"Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1004,SG_DMK_PARLCC_LC MALE   DEFENCE              <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLCC_LC,"Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1005,SG_DMK_PARLCC_LC MALE   FINANCE              <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLCC_LC,"Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1006,SG_DMK_PARLCC_LC MALE   FOR_AFF              46+       ,16.0,16.7,16.7.1,SG_DMK_PARLCC_LC,"Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1007,SG_DMK_PARLCC_LC MALE   HUM_RIGH              46+       ,16.0,16.7,16.7.1,SG_DMK_PARLCC_LC,"Number of chairs of permanent committees, by age sex and focus of the committee, Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1008,SG_DMK_PARLMP_LC                         ,16.0,16.7,16.7.1,SG_DMK_PARLMP_LC,"Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national population with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,0.37313,
1009,SG_DMK_PARLSP_LC MALE                 <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLSP_LC,"Number of speakers in parliament, by age and sex , Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,1.0,
1010,SG_DMK_PARLYN_LC                  <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLYN_LC,"Number of youth in parliament (age 45 or below), Lower Chamber or Unicameral (Number)","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,67.0,
1011,SG_DMK_PARLYP_LC                  <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLYP_LC,"Proportion of youth in parliament (age 45 or below), Lower Chamber or Unicameral (%)","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,41.88,
1012,SG_DMK_PARLYR_LC                  <=45Y       ,16.0,16.7,16.7.1,SG_DMK_PARLYR_LC,"Ratio of young members in parliament (Ratio of the proportion of young members in parliament (age 45 or below) in the proportion of the national population (age 45 or below) with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral","Inter-Parliamentary Union (IPU), Parline Database",,,,,,,,,,0.57537,
1013,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,Sendai Framework Monitoring System as provided by designated national focal points (2021),0.0,0.0,0.0,0.225,0.4,0.8,0.9,,0.375,,
1014,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,Sendai Framework Monitoring System as provided by designated national focal points (2021),0.0,0.0,0.0,0.225,0.4,0.8,0.9,,0.375,,
1015,SG_DSR_LGRGSR                         ,13.0,13.1,13.1.2,SG_DSR_LGRGSR,Score of adoption and implementation of national DRR strategies in line with the Sendai Framework,Sendai Framework Monitoring System as provided by designated national focal points (2021),0.0,0.0,0.0,0.225,0.4,0.8,0.9,,0.375,,
1016,SG_DSR_SILN                         ,1.0,1.5,1.5.4,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),Sendai Framework Monitoring System as provided by designated national focal points (2021),0.0,0.0,0.0,15.0,100.0,5.0,91.0,166.0,257.0,,
1017,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,Number of local governments that adopt and implement local DRR strategies in line with national strategies (number),Sendai Framework Monitoring System as provided by designated national focal points (2021),0.0,0.0,0.0,15.0,100.0,5.0,91.0,166.0,257.0,,
