,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Substance use disorders],[Tariff regime (status)],[Severity of price levels],[Sex],[Deviation Level],[Mountain Elevation],[Parliamentary committees],[Mode of transportation],[Fiscal intervention stage],[Type of support],[Type of speed],[Policy instruments],[Policy Domains],[Counterpart],[Type of skill],[Education level],[Type of waste treatment],[Location],[Food Waste Sector],[Name of international agreement],[Reporting Type],[Freq],[Type of product],[Cause of death],[Report Ordinal],[Type of facilities],[Government_Name],[Observation Status],[Type of occupation],[Type of mobile technology],[Name of non-communicable disease],[Grounds of discrimination],[Units],[Level/Status],[Age],[Disability status],[Frequency of Chlorophyll-a concentration],[Activity],[Nature],[Sampling Stations],[Cities],[Level of requirement],[Quantile],[IHR Capacity],[Hazard type],[Migratory status],[Name of international institution]
1774,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2017.0,10.855,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1775,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2017.0,10.66,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1776,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2017.0,14.03,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1777,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2017.0,64.45583,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1778,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2018.0,56.675830000000005,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1779,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2018.0,17.93833,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1780,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2018.0,13.576670000000002,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1781,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2018.0,11.810830000000001,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1782,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2019.0,56.71167,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1783,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2019.0,11.34333,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1784,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2019.0,18.54083,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1785,6.0,6.6,6.6.1,EN_LKW_QLTRB,Lake water quality turbidity (%),360.0,Indonesia,2019.0,13.40417,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1786,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2017.0,19.37833,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1787,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2017.0,13.229170000000002,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1788,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2017.0,8.96083,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1789,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2017.0,57.684169999999995,2017,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1790,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2018.0,58.09,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1791,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2018.0,21.86083,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1792,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2018.0,12.81917,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1793,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2018.0,6.47167,2018,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1794,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2019.0,66.88667,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,LOW,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1795,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2019.0,17.0225,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,MEDIUM,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1796,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2019.0,5.35917,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,EXTREME,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1797,6.0,6.6,6.6.1,EN_LKW_QLTRST,Lake water quality trophic state (%),360.0,Indonesia,2019.0,10.48833,2019,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,HIGH,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1798,6.0,6.6,6.6.1,EN_WBE_MANGN,Mangrove area (square kilometres),360.0,Indonesia,2015.0,26501.43,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1799,6.0,6.6,6.6.1,EN_WBE_MANGN,Mangrove area (square kilometres),360.0,Indonesia,2016.0,26508.1,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1800,6.0,6.6,6.6.1,EN_WBE_MANGBN,Mangrove area baseline (square kilometres),360.0,Indonesia,2015.0,28239.78,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1801,6.0,6.6,6.6.1,EN_WBE_MANGBN,Mangrove area baseline (square kilometres),360.0,Indonesia,2016.0,28239.78,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1802,6.0,6.6,6.6.1,EN_WBE_MANGGN,Mangrove area gain (square kilometres),360.0,Indonesia,2015.0,278.91,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1803,6.0,6.6,6.6.1,EN_WBE_MANGGN,Mangrove area gain (square kilometres),360.0,Indonesia,2016.0,284.38,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1804,6.0,6.6,6.6.1,EN_WBE_MANGGP,Mangrove area gain (%),360.0,Indonesia,2015.0,0.99,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1805,6.0,6.6,6.6.1,EN_WBE_MANGGP,Mangrove area gain (%),360.0,Indonesia,2016.0,1.01,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1806,6.0,6.6,6.6.1,EN_WBE_MANGLN,Mangrove area loss (square kilometres),360.0,Indonesia,2015.0,2017.26,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1807,6.0,6.6,6.6.1,EN_WBE_MANGLN,Mangrove area loss (square kilometres),360.0,Indonesia,2016.0,2016.06,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,KMSQ,,,,,,E,,,,,,,,
1808,6.0,6.6,6.6.1,EN_WBE_MANGLP,Mangrove area loss (%),360.0,Indonesia,2015.0,7.14,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1809,6.0,6.6,6.6.1,EN_WBE_MANGLP,Mangrove area loss (%),360.0,Indonesia,2016.0,7.14,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1810,6.0,6.6,6.6.1,EN_WBE_MANGC,Mangrove total area change (%),360.0,Indonesia,2015.0,-6.16,2015,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1811,6.0,6.6,6.6.1,EN_WBE_MANGC,Mangrove total area change (%),360.0,Indonesia,2016.0,-6.13,2016,,,,,Global Surface Water Explorer extraction for UN Environment,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1828,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2012.0,53.0,2012,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1829,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2013.0,58.0,2013,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1830,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2014.0,63.0,2014,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1831,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2015.0,68.0,2015,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1832,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2016.0,72.0,2016,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1833,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2017.0,76.0,2017,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1834,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2018.0,79.0,2018,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1835,7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),360.0,Indonesia,2019.0,82.0,2019,,,,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1838,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2012.0,96.0,2012,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1839,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2013.0,96.0,2013,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1844,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2014.0,97.0,2014,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1845,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2015.0,98.0,2015,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1848,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2016.0,98.0,2016,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1853,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2017.0,98.0,2017,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1856,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2018.0,99.0,2018,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1859,7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",360.0,Indonesia,2019.0,99.0,2019,,,,,World Bank,,,,,,,,,,,,,,,,,,,,ALLAREA,,,G,,,,,,,,,,,,PERCENT,,,,,,C,,,,,,,,
1860,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2012.0,28.7848,2012,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1861,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2013.0,29.7025,2013,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1862,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2014.0,28.3189,2014,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1863,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2015.0,26.9519,2015,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1864,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2016.0,27.8348,2016,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1865,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2017.0,25.4328,2017,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1866,7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),360.0,Indonesia,2018.0,20.8639,2018,,,,,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,PERCENT,,,,,,E,,,,,,,,
1867,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2012.0,3.79,2012,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1868,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2013.0,3.47,2013,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1869,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2014.0,3.44,2014,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1870,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2015.0,3.26,2015,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1871,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2016.0,3.18,2016,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1872,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2017.0,3.21,2017,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1873,7.0,7.3,7.3.1,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),360.0,Indonesia,2018.0,3.18,2018,,,,2017.0,"IEA (2020), World Energy Balances",,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,MJ_PER_GDP_CON_PPP_USD,,,,,,E,,,,,,,,
1874,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2012.0,16.44,2012,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1875,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2013.0,247.23,2013,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1876,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2014.0,323.04,2014,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1877,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2015.0,387.78,2015,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1878,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2016.0,343.83,2016,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1879,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2017.0,430.16,2017,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1880,7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant United States dollars)",360.0,Indonesia,2018.0,1076.35,2018,,,,2018.0,"DAC Statistics database, 2021, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2021, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2018 prices and exchange rates (using donor country deflators)",,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,CON_USD_M,,,,,,G,,,,,,,,
1881,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),360.0,Indonesia,2012.0,30.144000000000002,2012,,,,,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,W_PER_CAPITA,,,,,,E,,,,,,,,
1882,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),360.0,Indonesia,2013.0,32.806,2013,,,,,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,W_PER_CAPITA,,,,,,E,,,,,,,,
1883,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),360.0,Indonesia,2014.0,32.991,2014,,,,,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,W_PER_CAPITA,,,,,,E,,,,,,,,
1884,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),360.0,Indonesia,2015.0,32.946999999999996,2015,,,,,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,W_PER_CAPITA,,,,,,E,,,,,,,,
1885,7.0,7.b,7.b.1,EG_EGY_RNEW,Installed renewable electricity-generating capacity (watts per capita),360.0,Indonesia,2016.0,33.906,2016,,,,,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population ,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,W_PER_CAPITA,,,,,,E,,,,,,,,
