,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value,UniqueIDNew
2579,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2012.0,0.04872,EN_MAT_DOMCMPCFEO
2595,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2013.0,0.05607,EN_MAT_DOMCMPCFEO
2611,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2014.0,0.06038,EN_MAT_DOMCMPCFEO
2627,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2015.0,0.0596,EN_MAT_DOMCMPCFEO
2643,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2016.0,0.05885,EN_MAT_DOMCMPCFEO
2659,EN_MAT_DOMCMPC             FEO            ,8.0,8.4,8.4.2,EN_MAT_DOMCMPC,2017.0,0.05815,EN_MAT_DOMCMPCFEO
2775,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,2013.0,8.7,SL_EMP_EARNMALEisco08-6
2802,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,2014.0,8.0,SL_EMP_EARNMALEisco08-6
2831,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,2015.0,8.3,SL_EMP_EARNMALEisco08-6
2843,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,2016.0,8.6,SL_EMP_EARNMALEisco08-6
2873,SL_EMP_EARN MALE              isco08-6          ,8.0,8.5,8.5.1,SL_EMP_EARN,2017.0,8.7,SL_EMP_EARNMALEisco08-6
2902,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2012.0,22.5,SL_TLF_NEETBOTHSEX15-24
2903,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2013.0,26.9,SL_TLF_NEETBOTHSEX15-24
2906,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2014.0,26.4,SL_TLF_NEETBOTHSEX15-24
2911,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2015.0,26.5,SL_TLF_NEETBOTHSEX15-24
2913,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2016.0,27.3,SL_TLF_NEETBOTHSEX15-24
2916,SL_TLF_NEET BOTHSEX                 15-24       ,8.0,8.6,8.6.1,SL_TLF_NEET,2017.0,27.3,SL_TLF_NEETBOTHSEX15-24
2921,SL_LBR_NTLCPL                         ,8.0,8.8,8.8.2,SL_LBR_NTLCPL,2015.0,5.94,SL_LBR_NTLCPL
2922,SL_LBR_NTLCPL                         ,8.0,8.8,8.8.2,SL_LBR_NTLCPL,2016.0,5.79,SL_LBR_NTLCPL
2923,SL_LBR_NTLCPL                         ,8.0,8.8,8.8.2,SL_LBR_NTLCPL,2017.0,4.84,SL_LBR_NTLCPL
2924,SL_LBR_NTLCPL                         ,8.0,8.8,8.8.2,SL_LBR_NTLCPL,2018.0,5.04,SL_LBR_NTLCPL
2933,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2012.0,150.9,DC_TOF_TRDCML
2934,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2013.0,159.3,DC_TOF_TRDCML
2935,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2014.0,70.0,DC_TOF_TRDCML
2936,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2015.0,76.0,DC_TOF_TRDCML
2937,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2016.0,46.9,DC_TOF_TRDCML
2938,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2017.0,33.4,DC_TOF_TRDCML
2939,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2018.0,58.69716999999999,DC_TOF_TRDCML
2940,DC_TOF_TRDCML                         ,8.0,8.a,8.a.1,DC_TOF_TRDCML,2019.0,82.40098,DC_TOF_TRDCML
2941,SL_CPA_YEMP                         ,8.0,8.b,8.b.1,SL_CPA_YEMP,2019.0,3.0,SL_CPA_YEMP
2942,SL_CPA_YEMP                         ,8.0,8.b,8.b.1,SL_CPA_YEMP,2020.0,3.0,SL_CPA_YEMP
2959,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2012.0,1135554.0,IS_RDP_PORFVOLSEA
2960,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2013.0,1211561.0,IS_RDP_PORFVOLSEA
2961,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2014.0,1263476.0,IS_RDP_PORFVOLSEA
2962,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2015.0,1350920.0,IS_RDP_PORFVOLSEA
2963,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2016.0,1470101.0,IS_RDP_PORFVOLSEA
2964,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2017.0,1390000.0,IS_RDP_PORFVOLSEA
2965,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2018.0,1530600.0,IS_RDP_PORFVOLSEA
2966,IS_RDP_PORFVOL     SEA                    ,9.0,9.1,9.1.2,IS_RDP_PORFVOL,2019.0,1529000.0,IS_RDP_PORFVOLSEA
2976,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2012.0,13.4,SL_TLF_MANFISIC4_C
2977,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2013.0,11.74,SL_TLF_MANFISIC4_C
2978,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2014.0,13.97,SL_TLF_MANFISIC4_C
2979,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2015.0,12.82,SL_TLF_MANFISIC4_C
2980,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2016.0,13.49,SL_TLF_MANFISIC4_C
2981,SL_TLF_MANF                     ISIC4_C    ,9.0,9.2,9.2.2,SL_TLF_MANF,2017.0,12.73,SL_TLF_MANFISIC4_C
2991,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2012.0,14.45,NV_IND_MANF_CDISIC4_C
2992,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2013.0,14.42,NV_IND_MANF_CDISIC4_C
2993,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2014.0,14.08,NV_IND_MANF_CDISIC4_C
2994,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2015.0,14.33,NV_IND_MANF_CDISIC4_C
2995,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2016.0,14.19,NV_IND_MANF_CDISIC4_C
2996,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2017.0,14.14,NV_IND_MANF_CDISIC4_C
2997,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2018.0,13.98,NV_IND_MANF_CDISIC4_C
2998,NV_IND_MANF_CD                     ISIC4_C    ,9.0,9.2,9.2.1,NV_IND_MANF_CD,2019.0,13.79,NV_IND_MANF_CDISIC4_C
2999,FC_ACC_SSID                     ISIC4_C    ,9.0,9.3,9.3.2,FC_ACC_SSID,2017.0,46.64,FC_ACC_SSIDISIC4_C
3000,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2012.0,1.672,EN_ATM_CO2ISIC4_C10T32X19
3003,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2013.0,1.719,EN_ATM_CO2ISIC4_C10T32X19
3004,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2014.0,1.819,EN_ATM_CO2ISIC4_C10T32X19
3007,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2015.0,1.98,EN_ATM_CO2ISIC4_C10T32X19
3008,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2016.0,2.036,EN_ATM_CO2ISIC4_C10T32X19
3011,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2017.0,1.946,EN_ATM_CO2ISIC4_C10T32X19
3012,EN_ATM_CO2                     ISIC4_C10T32X19    ,9.0,9.4,9.4.1,EN_ATM_CO2,2018.0,1.945,EN_ATM_CO2ISIC4_C10T32X19
3028,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2012.0,26.91416,GB_POP_SCIERD
3029,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2013.0,17.37646,GB_POP_SCIERD
3030,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2014.0,20.28482,GB_POP_SCIERD
3031,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2015.0,22.15054,GB_POP_SCIERD
3032,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2016.0,22.07069,GB_POP_SCIERD
3033,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2017.0,14.070379999999998,GB_POP_SCIERD
3034,GB_POP_SCIERD                         ,9.0,9.5,9.5.2,GB_POP_SCIERD,2018.0,12.87117,GB_POP_SCIERD
3035,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2012.0,0.04471,GB_XPD_RSDV
3036,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2013.0,0.03916,GB_XPD_RSDV
3037,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2014.0,0.02949,GB_XPD_RSDV
3038,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2015.0,0.03064,GB_XPD_RSDV
3039,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2016.0,0.02311,GB_XPD_RSDV
3040,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2017.0,0.02957,GB_XPD_RSDV
3041,GB_XPD_RSDV                         ,9.0,9.5,9.5.1,GB_XPD_RSDV,2018.0,0.02947,GB_XPD_RSDV
3042,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2012.0,36.83383,DC_TOF_INFRAL
3043,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2013.0,102.8484,DC_TOF_INFRAL
3044,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2014.0,29.24802,DC_TOF_INFRAL
3045,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2015.0,13.90926,DC_TOF_INFRAL
3046,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2016.0,14.841270000000002,DC_TOF_INFRAL
3047,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2017.0,8.82933,DC_TOF_INFRAL
3048,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2018.0,230.41149,DC_TOF_INFRAL
3049,DC_TOF_INFRAL                         ,9.0,9.a,9.a.1,DC_TOF_INFRAL,2019.0,81.95048,DC_TOF_INFRAL
3050,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2012.0,22.4,NV_IND_TECHISIC4_C
3051,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2013.0,22.4,NV_IND_TECHISIC4_C
3052,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2014.0,22.4,NV_IND_TECHISIC4_C
3053,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2015.0,22.4,NV_IND_TECHISIC4_C
3054,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2016.0,22.4,NV_IND_TECHISIC4_C
3055,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2017.0,22.4,NV_IND_TECHISIC4_C
3056,NV_IND_TECH                     ISIC4_C    ,9.0,9.b,9.b.1,NV_IND_TECH,2018.0,22.4,NV_IND_TECHISIC4_C
3070,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK,2014.0,10.0,IT_MOB_4GNTWK
3071,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK,2015.0,20.7,IT_MOB_4GNTWK
3072,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK,2016.0,40.35,IT_MOB_4GNTWK
3073,IT_MOB_4GNTWK                         ,9.0,9.c,9.c.1,IT_MOB_4GNTWK,2017.0,40.35,IT_MOB_4GNTWK
3075,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2012.0,39.9,SL_EMP_GTOTL
3076,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2013.0,39.7,SL_EMP_GTOTL
3077,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2014.0,38.1,SL_EMP_GTOTL
3078,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2015.0,38.3,SL_EMP_GTOTL
3079,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2016.0,38.4,SL_EMP_GTOTL
3080,SL_EMP_GTOTL                         ,10.0,10.4,10.4.1,SL_EMP_GTOTL,2017.0,38.8,SL_EMP_GTOTL
3081,SI_DST_FISP                         ,10.0,10.4,10.4.2,SI_DST_FISP,2014.0,47.64174000000001,SI_DST_FISP
3109,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2012.0,2.13872895869976,FI_FSI_FSKNLA
3110,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2013.0,1.7531050583213,FI_FSI_FSKNLA
3111,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2014.0,2.2276743094442097,FI_FSI_FSKNLA
3112,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2015.0,1.6959866926424798,FI_FSI_FSKNLA
3113,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2016.0,5.2296357338441615,FI_FSI_FSKNLA
3114,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2017.0,6.40737477513386,FI_FSI_FSKNLA
3115,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2018.0,4.9536513799055495,FI_FSI_FSKNLA
3116,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2019.0,3.51680139827918,FI_FSI_FSKNLA
3117,FI_FSI_FSKNL              A           ,10.0,10.5,10.5.1,FI_FSI_FSKNL,2020.0,2.05318055173676,FI_FSI_FSKNLA
3151,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2015.0,0.53191,SG_INT_MBRDEVIBRD
3158,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2016.0,0.53191,SG_INT_MBRDEVIBRD
3164,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2017.0,0.5291,SG_INT_MBRDEVIBRD
3168,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2018.0,0.5291,SG_INT_MBRDEVIBRD
3174,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2019.0,0.5291,SG_INT_MBRDEVIBRD
3180,SG_INT_MBRDEV                         IBRD,10.0,10.6,10.6.1,SG_INT_MBRDEV,2020.0,0.5291,SG_INT_MBRDEVIBRD
3220,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2012.0,41.82100000000001,SM_POP_REFG_OR
3221,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2013.0,42.429,SM_POP_REFG_OR
3222,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2014.0,46.997,SM_POP_REFG_OR
3223,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2015.0,63.237,SM_POP_REFG_OR
3224,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2016.0,75.616,SM_POP_REFG_OR
3225,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2017.0,96.177,SM_POP_REFG_OR
3226,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2018.0,110.778,SM_POP_REFG_OR
3227,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2019.0,129.344,SM_POP_REFG_OR
3228,SM_POP_REFG_OR                         ,10.0,10.7,10.7.4,SM_POP_REFG_OR,2020.0,136.894,SM_POP_REFG_OR
3229,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2014.0,0.0,SM_DTH_MIGR
3230,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2015.0,1.0,SM_DTH_MIGR
3231,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2016.0,5.0,SM_DTH_MIGR
3232,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2017.0,0.0,SM_DTH_MIGR
3233,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2018.0,4.0,SM_DTH_MIGR
3234,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2019.0,3.0,SM_DTH_MIGR
3235,SM_DTH_MIGR                         ,10.0,10.7,10.7.3,SM_DTH_MIGR,2020.0,2.0,SM_DTH_MIGR
3237,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO,2015.0,71.87606,TM_TRF_ZEROAGR
3248,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO,2016.0,69.82183,TM_TRF_ZEROAGR
3252,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO,2017.0,69.74819000000001,TM_TRF_ZEROAGR
3260,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO,2018.0,68.89392,TM_TRF_ZEROAGR
3268,TM_TRF_ZERO             AGR            ,10.0,10.a,10.a.1,TM_TRF_ZERO,2019.0,66.05409,TM_TRF_ZEROAGR
3271,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2012.0,564.0,DC_TRF_TOTL
3272,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2013.0,1060.0,DC_TRF_TOTL
3273,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2014.0,326.0,DC_TRF_TOTL
3274,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2015.0,1315.0,DC_TRF_TOTL
3275,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2016.0,552.0,DC_TRF_TOTL
3276,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2017.0,625.0,DC_TRF_TOTL
3277,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2018.0,643.0,DC_TRF_TOTL
3278,DC_TRF_TOTL                         ,10.0,10.b,10.b.1,DC_TRF_TOTL,2019.0,419.0,DC_TRF_TOTL
3279,SI_RMT_COST                         ,10.0,10.c,10.c.1,SI_RMT_COST,2015.0,4.7,SI_RMT_COST
3280,SI_RMT_COST                         ,10.0,10.c,10.c.1,SI_RMT_COST,2017.0,4.99,SI_RMT_COST
3281,SI_RMT_COST                         ,10.0,10.c,10.c.1,SI_RMT_COST,2018.0,5.24,SI_RMT_COST
3282,SI_RMT_COST                         ,10.0,10.c,10.c.1,SI_RMT_COST,2019.0,3.99,SI_RMT_COST
3283,EN_LND_SLUM          URBAN               ,11.0,11.1,11.1.1,EN_LND_SLUM,2014.0,38.7,EN_LND_SLUMURBAN
3284,EN_LND_SLUM          URBAN               ,11.0,11.1,11.1.1,EN_LND_SLUM,2016.0,31.0,EN_LND_SLUMURBAN
3285,EN_LND_SLUM          URBAN               ,11.0,11.1,11.1.1,EN_LND_SLUM,2018.0,31.0,EN_LND_SLUMURBAN
3376,VC_DSR_PDLN                         ,11.0,11.5,11.5.1,VC_DSR_PDLN,2016.0,42639.0,VC_DSR_PDLN
3377,VC_DSR_PDLN                         ,11.0,11.5,11.5.1,VC_DSR_PDLN,2017.0,44365.0,VC_DSR_PDLN
3378,VC_DSR_PDLN                         ,11.0,11.5,11.5.1,VC_DSR_PDLN,2020.0,67572.0,VC_DSR_PDLN
3388,VC_DSR_AGLH                         ,11.0,11.5,11.5.2,VC_DSR_AGLH,2015.0,46815601.50196,VC_DSR_AGLH
3389,VC_DSR_AGLH                         ,11.0,11.5,11.5.2,VC_DSR_AGLH,2017.0,2613727.5224,VC_DSR_AGLH
3390,VC_DSR_AGLH                         ,11.0,11.5,11.5.2,VC_DSR_AGLH,2018.0,96770720.9939,VC_DSR_AGLH
3391,VC_DSR_AGLH                         ,11.0,11.5,11.5.2,VC_DSR_AGLH,2019.0,34183251.52554,VC_DSR_AGLH
3392,VC_DSR_AGLH                         ,11.0,11.5,11.5.2,VC_DSR_AGLH,2020.0,118073432.61275,VC_DSR_AGLH
3440,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,2012.0,32.46947,EN_ATM_PM25ALLAREA
3445,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,2013.0,33.807590000000005,EN_ATM_PM25ALLAREA
3446,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,2014.0,31.23998,EN_ATM_PM25ALLAREA
3451,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,2015.0,30.776290000000003,EN_ATM_PM25ALLAREA
3452,EN_ATM_PM25          ALLAREA               ,11.0,11.6,11.6.2,EN_ATM_PM25,2016.0,30.46781,EN_ATM_PM25ALLAREA
3455,SD_CPA_UPRDP                         ,11.0,11.a,11.a.1,SD_CPA_UPRDP,2020.0,1.0,SD_CPA_UPRDP
3456,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2012.0,0.0,SG_DSR_LGRGSR
3457,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2013.0,0.0,SG_DSR_LGRGSR
3458,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2014.0,0.0,SG_DSR_LGRGSR
3459,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2015.0,0.225,SG_DSR_LGRGSR
3460,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2016.0,0.4,SG_DSR_LGRGSR
3461,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2017.0,0.8,SG_DSR_LGRGSR
3462,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2018.0,0.9,SG_DSR_LGRGSR
3463,SG_DSR_LGRGSR                         ,11.0,11.b,11.b.1,SG_DSR_LGRGSR,2020.0,0.375,SG_DSR_LGRGSR
3470,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2012.0,0.0,SG_DSR_SILN
3471,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2013.0,0.0,SG_DSR_SILN
3472,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2014.0,0.0,SG_DSR_SILN
3473,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2015.0,15.0,SG_DSR_SILN
3474,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2016.0,100.0,SG_DSR_SILN
3475,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2017.0,5.0,SG_DSR_SILN
3476,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2018.0,91.0,SG_DSR_SILN
3477,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2019.0,166.0,SG_DSR_SILN
3478,SG_DSR_SILN                         ,11.0,11.b,11.b.2,SG_DSR_SILN,2020.0,257.0,SG_DSR_SILN
3488,SG_SCP_CNTRY                         ,12.0,12.1,12.1.1,SG_SCP_CNTRY,2020.0,1.0,SG_SCP_CNTRY
3693,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2012.0,0.04872,EN_MAT_DOMCMPCFEO
3704,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2013.0,0.05607,EN_MAT_DOMCMPCFEO
3725,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2014.0,0.06038,EN_MAT_DOMCMPCFEO
3736,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2015.0,0.0596,EN_MAT_DOMCMPCFEO
3757,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2016.0,0.05885,EN_MAT_DOMCMPCFEO
3768,EN_MAT_DOMCMPC             FEO            ,12.0,12.2,12.2.2,EN_MAT_DOMCMPC,2017.0,0.05815,EN_MAT_DOMCMPCFEO
3782,AG_FOOD_WST           HHS   A           ,12.0,12.3,12.3.1,AG_FOOD_WST,2019.0,1273466.06904,AG_FOOD_WSTHHSA
3787,SG_HAZ_CMRROTDAM                         ,12.0,12.4,12.4.1,SG_HAZ_CMRROTDAM,2015.0,37.25,SG_HAZ_CMRROTDAM
3788,SG_HAZ_CMRROTDAM                         ,12.0,12.4,12.4.1,SG_HAZ_CMRROTDAM,2020.0,39.66,SG_HAZ_CMRROTDAM
