Index,pdf_name,definition
11.6.2,SDG-indicator-pdfs/Metadata-11-06-02.pdf,
11.7.1,SDG-indicator-pdfs/Metadata-11-07-01.pdf,
11.7.2,SDG-indicator-pdfs/Metadata-11-07-02.pdf,"Number of persons who have been victims of physical harassment and/or sexual harassment, as a percentage of the total population of the relevant area. Rationale: The experience of physical and sexual harassment can have far-reaching negative impacts on the victims. Besides the emotional and psychological harm suffered, harassment can have negative consequences on the ability of its victims to fully participate in public life and to share in and contribute to the development of their communities. For example, the widespread occurrence of sexual harassment in the workplace can lead to a lower participation of women in the workforce, especially in male-dominated occupations, and lower their income-generating capacity."
11.a.1,SDG-indicator-pdfs/Metadata-11-0a-01.pdf,"National Urban Policies and regional development plans: A National Urban Policy (NUP) is defined as a coherent set of decisions or principle of actions derived through a deliberate government led process of coordinating and rallying various actors for a common vision and goal that will promote more transformative, productive, inclusive, and resilient urban development for the long term1. This standard definition is extended and adapted to country contexts and may include, where applicable terms such as National Urban Plan, Framework, or Strategy as long as they are aligned with the above qualifiers. Similarly, regional development plans follow the same definition, only applied at the subnational level. NUP that responds to population dynamics: This first qualifier examines to what extent the NUP addresses issues to do with population composition, trends and projections in achieving development goals and targets. - Population composition includes size, geographic distribution and density, household size and composition, mobility and migration, age and sex distribution and disaggregation, as specified in SDG target 17.18 - Trends are changes in composition of the population from over time - Projections are expected changes over time that the NUP needs to ensure that they are well addressed. Key questions for the assessment: - To what extent are quality and timely data on urban and rural population composition, trends and projections available for use in the development, implementation and monitoring of NUP or Regional Development Plans (RDPs)? - To what extent do the strategies/interventions of the NUP and/or RDPs refer to population composition, trends and projections over the timeframe of the plan? Ensure balanced territorial development: This second qualifier entails the promotion of a spatially coherent territory that includes a balanced system of human settlements including cities and towns and including urban corridors; that addresses social, economic, environmental and spatial disparities particularly considering the urban-rural continuum. Key questions for the assessment: 1 UN-Habitat and Cities Alliance, 2014., The Evolution of National Urban Policy: A global overview Last updated: 05 June 2020 - To what extent does the national urban policy consider the need for balanced development of the territory as a whole including the differentiated yet equivalent development of all types of settlements including villages, cities and towns, including urban corridors? - To what extent are the linkages – social, economic, environmental and spatial – between urban, peri-urban and rural areas consider with the ultimate goal of strengthening the urban-rural continuum? Increase local fiscal space: Local fiscal space is understood as the sum of financial resources available for improved delivery of basic social and economic services at the local level as a result of the budget and related decisions by governments at all levels without any prejudice to the sustainability of a government’s financial position. Key questions for the assessment: - To what extent has the policy made allowance for the provision of local financial resources to provide for the implementation of the policy and for the delivery of essential basic social and economic services - To what extent has the policy assessed the status of human capacities required to effectively use financial resources for the implementation of the policy and the delivery of essential basic social and economic services? Developing: Developing refers to the policy development pathways and processes that consider the feasibility, diagnosis of policy problems and opportunities, the formulation/drafting of the policy until the approval of the policy Implementing: Implementation refers to the realization of the policy proposal through legislative or financial action/commitments, including the continued monitoring and evaluation of that policy Rationale: National Urban Policies can help achieve target 11.a.1 This indicator is based on the notion that the development and implementation of National Urban Policies should support participation, partnership, cooperation and coordination of actors as well as facilitate dialogue. National Urban Policy (NUP) and Regional Development Plans (RDP) promote coordinated and connected urban development. A coordinated effort from government through a NUP or RDP provides the best opportunity for achieving sustainable urbanization and balanced territorial development by linking sectorial policies, connecting national, regional and local government policies, strengthening urban, peri-urban and rural links through balanced territorial development. This indicator provides a good barometer on global progress on sustainable national urban policies. It serves as gap analysis to support policy recommendations. The indicator can identify good practices and policies among countries that can promote partnership and cooperation between all stakeholders. This indicator is both process oriented and aspirational and has the potential to support the validation of Goal 11 and other SDGs indicators with an urban component. The indicator has the ability to be applicable at multi jurisdictions levels, i.e covering a number of areas while taking care of urban challenges in a more integrated national manner. The explicit introduction of National Urban Policy in the wording of indicator 11.a.1 brings emphasis to a policy process that can better satisfy the requirements of target 11.a through sectorial, territorial and jurisdictional integration and coordination steered by the national level. This is so because, evidence shows that NUP can support positive economic, social and environmental links by ensuring at the highest level of government the coherent alignment of sectorial policies to support sustainable and inclusive urbanization2. With the World increasingly urbanizing, it is becoming clear today that how cities are managed and planned has ramifications well beyond their boundaries and that urbanization is a key force for national and sustainable development. Urbanization has indeed historically been a catalyst for economic growth and social progress, and even holds the possibility for the protection and more efficient use of natural resources, and climate change mitigation 2 UN-Habitat and OECD, 2018, Global State of National Urban Policy Last updated: 05 June 2020 and adaptation. However, this positive impact is not automatic, particularly in developing countries - where rapid and/or unplanned urbanization can bring about negative economic, social and environmental externalities with increasing congestion, sprawl, informality, social exclusion and conflict – if the provision of services and infrastructure does not keep up with natural and internal population growth , equitable distribution, migration patterns to the city, etc. Governments need to be sensitive to this fact that urbanization is a nation-wide and multi-sectorial issue. Therefore, NUPs provide the framework to harness urbanization dividends and mitigate its negative externalities. A national urban policy calls attention to the impact of sectorial governmental policies on the sustainable development of cities and encourages and enables the vertical and horizontal coordination of government departments and their policies to best support it. This consideration in turn also encourages more cooperation and coordination between different levels of government to support the development and implementation of a national vision for urban development, effectively strengthening national and regional development planning. The urban policy process is led at the national level to ensure the articulation and coordination of different sectors and government levels but engages both top down and bottom up processes. For a successful implementation, a NUP must create an enabling, collaborative and cooperative institutional environment, mobilizing different levels, assessing and building their capacities, and establishing jointly defined and transparent responsibilities for implementation. Subnational governments are key implementation partner due to their proximity to citizens and role in delivering services and infrastructure. As such, a NUP does not replace regional and local development policies and plans but strengthens them and relies on their horizontal alignment and vertical articulation, especially to tackle cross boundary challenges such as sustainable resource management, infrastructure development, climate change adaptation and mitigation, or urban-rural linkages. Finally, NUP as an overarching framework articulating and aligning subnational and local plans and policies under a common vision for urbanization that also makes it particularly suited to consider the urban-peri-urban-rural continuum. This urban and rural consideration is a key element of data disaggregation and administrative delineation in territorial planning. However, the importance of urban-rural linkages (through flows of people, natural resources, capital, goods, ecosystem services, information, technology, ideas and innovation) is increasingly being acknowledged for sustainable and integrated territorial development. The New Urban Agenda (NUA) for instance stresses the need to reduce urban and rural disparities to foster equitable development and encourage connectivity. Target 11.a is the only one that explicitly considers urban, peri-urban and rural areas under a city-centric SDG 11. NUP is the adequate framework to strengthen and direct urban and rural flows towards the most sustainable patterns of consumption and equitable resource distribution, as they can strike the balance between competition and solidarity between territories of a country. Urban Policies are more broadly instrumental for the implementation and monitoring of global agendas National Urban Policies therefore enable a cross-sectorial approach, and the horizontal and vertical institutional coordination needed to address the challenges and opportunities of urbanization, which are increasingly recognized as going beyond the boundaries of the city. Intergovernmental agreements have indeed shown a new interest in urbanization for sustainable development. This is illustrated of course in Agenda 2030 with its introduction of a standalone urban SDG-11, but many other SDGs also have clear urban dimensions and implications. Following the Agenda 2030, the United Nations Conference on Housing and Sustainable Development (Habitat III) adopted the New Urban Agenda, a roadmap for the next 20 years setting new global standards for sustainable urban development. Finally, although the Paris Agreement on Climate Change does not explicitly mention cities, the management of urbanization is still essential to addressing climate change, as is illustrated by the fact that two third of Intended Nationally Determined Contributions contain clear urban references and content3. As an instrument for governments to harness the dynamics of urbanization for national development, NUPs have therefore been identified as a key tool for the implementation and monitoring of such agendas. The Policy Paper on National Urban Policies prepared for Habitat III for instance explained that a NUP should constitute an important part of any serious attempt to implement the SDGs and should become a key 3 UN-Habitat, 2016, Sustainable Urbanization in the Paris Agreement. Comparative review for urban content in the Nationally Determined Contributions (NDCs) Last updated: 05 June 2020 instrument to measure the achievement of the SDGs. As explained above, NUPs are a particularly appropriate framework to achieve target 11.a, and more generally can be instrumental in creating the necessary enabling framework to implement the urban development objectives of SDG 11. For instance, the NUA explicitly identifies NUPs as essential to achieve the urban paradigm shift it advocates for, recognizing the leading role of national governments […] in the implementation of inclusive and effective urban policies and legislation for sustainable urban development (NUA – 15.b). Moreover, the Urban-Rural Linkages Guiding Principles provide practical approach and actions to enhance territorial cohesion including via policies4. OECD set of urban and rural policies are additional frameworks that are very important to enhance social, economic an economic links across urban-rural and peri-urban territories5. Finally, NUPs can also be an instrument to coordinate the urban components of NDCs across scales and sectors and mainstream the principles of climate change adaptation and mitigation for the implementation of the Paris Agreement6. Qualifiers for a measurable process indicator Given their instrumental role for the implementation and monitoring of global urban agendas, the adoption of a NUP by a national government can be considered as a strong indicator of political commitment to promoting sustainable urban development. It also makes them particularly well suited for measuring target 11.a through a process indicator. As a process indicator, 11.a.1 is indeed supposed to assess the progress made towards creating an enabling environment that will ensure achievement of the outcomes and impacts of the targets of the Sustainable Development Agenda. Its definition sets the foundation on how target 11.a can be achieved, through measurable means. The proposed revision of the indicator therefore supplements national urban policies and regional development plans with 3 qualifiers that indicate the means of successfully reaching the requirements of target 11.a. The first qualifier is that policies and plans should respond to population dynamics. Grounding policies and plans in the most current and comprehensive spatial and demographic data and projections is indeed a prerequisite for a successful implementation. The challenges posed by rapid urbanization indeed stem from the fact that policy and planning framework and their implementation are outpaced by population growth, coupled with policy priorities that may not prioritize inclusive development for all current and future urban residents, which together result in straining the provision of infrastructure and services, and causing socio-economic and environmental damages. Forecasting demographic trends and needs in the diagnosis phase of policies and plans enables governments to plan ahead for urbanization and provide adequate land and infrastructure in a more cost-efficient and less socially disruptive way than trying to catch up, repair and upgrade uncontrolled expansion. This process of developing urban policies and plans can also be the occasion to improve national data collection on urban areas, and serve other SDG-11 indicators, as well as provide a baseline for monitoring the outcomes of such interventions. The second qualifier requires policies and plans to ensure balanced territorial development, in a direct answer to target 11.a.1’s reference to the urban, peri-urban and rural continuum. Policies and plans should adopt a broad territorial perspective and consider the linkages and flows from urban to rural areas not only to avoid and reduce social, economic and environmental disparities between territories but also to promote distinctive strengths and encourage beneficial interactions for the most efficient path to sustainable growth for the country. Such a perspective for policies and plans is achieved higher territorial scale than cities, through regional plans and national policies. Finally, the third qualifier is to increase local fiscal space. As integrated NUPs and regional development plans introduce a more coordinated and decentralized articulation of responsibilities for urban development, 4 UN-Habitat, 2019, Urban-Rural Linkages, Guiding Principles: Framework for Action to Advance Integrated Territorial Development (https://urbanrurallinkages.files.wordpress.com/2019/09/url-gp-1.pdf) 5 OECD, 2019, OECD Principles on Urban Policy (https://www.oecd.org/cfe/Brochure-OECD-Principles-Urban-Policy.pdf) and OECD Principles on Rural Policy (https://www.oecd.org/rural/rural-development-conference/documents/Rural-principles.pdf) 6 UN-Habitat, 2016, Addressing Climate Change in National Urban Policies Last updated: 05 June 2020 ensuring that subnational and local governments have the adequate financial resources to carry out their responsibilities is essential to the successful implementation of policies and plans. The transfer of competences from central to local levels must therefore be accompanied by a commensurate devolution of financial resources and autonomy. Moreover, in times of shrinking governmental budgets, the capacity of local governments to expand and diversify endogenous financial resources and revenues and not rely too heavily on central transfers should be increased. This involves more fiscal power and capacity, better land value capture mechanisms – which go hand in hand with a clear and enforceable land policy framework – and innovative financial partnerships, for instance collaborating with the private sector for service and infrastructure delivery. In all cases, fiscal policies and mechanisms must remain subordinated to the established urban policy and planning objectives: central transfers must be embedded within the NUP framework, and take into account territorial equity; and local fiscal systems must be closely tied to local territorial plans so as to incentivize sustainable patterns of development."
11.b.1,SDG-indicator-pdfs/Metadata-11-0B-01.pdf,
11.b.2,SDG-indicator-pdfs/Metadata-11-0B-02.pdf,
12.1.1,SDG-indicator-pdfs/Metadata-12-01-01.pdf,"This indicator allows for the quantification (#) and monitoring of countries making progress along the policy cycle of binding and non-binding policy instruments aimed at supporting Sustainable Consumption and Production. • Sustainable Consumption and Production: the working definition of Sustainable Consumption and Production (SCP) used in the context of this framework is: “The use of services and related products, which respond to basic needs and bring a better quality of life while minimising the use of natural resources and toxic materials as well as the emissions of waste and pollutants over the life cycle of the service or product so as not to jeopardise the needs of future generation.”1 • Policy: although quite flexible and contexts specific, a policy is usually defined as a course of action that has been officially agreed by an entity or an organization (governmental or non-governmental) and is effectively implemented to achieve specific objectives. • Policy instruments for sustainable consumption and production: policy instruments refer to the means – methodologies, measures or interventions – that are used to achieve those objectives. In the case of SCP, such instruments are designed and implemented to reduce the environmental impacts of consumption and production patterns, with a view of generating economic and/or social benefits. Making progress along the policy cycle refers to the development, adoption, implementation or evaluation of such policy instruments. Rationale: Mainstreaming sustainable consumption and production in decision-making at all levels is a core function of the 10-Year Framework, which is expected to “support the integration of sustainable consumption and production into sustainable development policies, programmes and strategies, as appropriate, including, where applicable, into poverty reduction strategies” (Rio+20 Outcome Document – A/CONF.216/5). The purpose of this indicator is to help assess the volume and geographical repartition of governments progressing on sustainable consumption and production. In addition, further information is being collected on the types, focus and orientation of the policy instruments that are being developed and used, to monitor 1 UNEP (2010). ABC of SCP: Clarifying Concepts on Sustainable Consumption and Production. Last updated: 14 February 2018 their progression over time as well as their contribution to other Sustainable Development Goals. This should support evaluation of how much / how fast governments progress in the development and application of policies addressing sustainable consumption and production, whether at cross-cutting or sectoral level. The indicator is also considering both binding (laws and regulations) and non-binding policy instruments. The first category is essential to the shift, as binding instruments provide the legal ground for sustainable consumption and production, and can be used for enforcement or to provide incentives. The ability to develop, pass and implement legislation is an indication of jurisdictions’ engagement in the shift towards sustainable consumption and production. This indicator can also help monitor the evolution of the global legislative landscape. The second category is also essential to ensure institutional engagement, commitment and ownership. In some cases, non-binding policy instruments can lead to the creation of new legal ones. The development and implementation of non-binding instruments across sectors also provides information on engagement of partners and other stakeholders in sustainable consumption and production."
12.2.1,SDG-indicator-pdfs/Metadata-12-02-01.pdf,
12.2.2,SDG-indicator-pdfs/Metadata-12-02-02.pdf,
12.3.1,SDG-indicator-pdfs/Metadata-12-03-01A.pdf,
12.4.1,SDG-indicator-pdfs/Metadata-12-04-01.pdf,
12.4.2,SDG-indicator-pdfs/Metadata-12-04-02.pdf,
12.5.1,SDG-indicator-pdfs/Metadata-12-05-01.pdf,
12.6.1,SDG-indicator-pdfs/Metadata-12-06-01.pdf,
12.7.1,SDG-indicator-pdfs/Metadata-12-07-01.pdf,
12.8.1,SDG-indicator-pdfs/Metadata-12-08-01.pdf,"Indicator 4.7.1/12.8.1/13.3.1 measures the extent to which countries mainstream Global Citizenship Education (GCED) and Education for Sustainable Development (ESD) in their education systems. This is an indicator of characteristics of different aspects of education systems: education policies, curricula, teacher training and student assessment as reported by government officials, ideally following consultation with other government ministries, national human rights institutes, the education sector and civil society organizations. It measures what governments intend and not what is implemented in practice in schools and classrooms. Last updated: 7 May 2021 For each of the four components of the indicator (policies, curricula, teacher education, and student assessment), a number of criteria are measured, which are then combined to give a single score between zero and one for each component. (See methodology section for full details.) The indicator and its methodology have been reviewed and endorsed by UNESCO’s Technical Cooperation Group on the Indicators for SDG 4-Education 2030 (TCG), which is responsible for the development and maintenance of the thematic indicator framework for the follow-up and review of SDG 4. The TCG also has an interest in education-related indicators in other SDGs, including global indicators 12.8.1 and 13.3.1. The TCG is composed of 38 regionally representative experts from UNESCO Member States (nominated by the respective geographic groups of UNESCO), as well as international partners, civil society, and the Co-Chair of the Education 2030 Steering Committee. The UNESCO Institute for Statistics acts as the Secretariat."
12.a.1,SDG-indicator-pdfs/Metadata-12-0a-01.pdf,
12.b.1,SDG-indicator-pdfs/Metadata-12-0b-01.pdf,
12.c.1,SDG-indicator-pdfs/Metadata-12-0c-01.pdf,"In order to measure fossil fuel subsidies at the national, regional and global level, three sub-indicators are recommended for reporting on this indicator: 1) direct transfer of government funds; 2) induced transfers (price support); and as an optional sub-indicator 3) tax expenditure, other revenue foregone, and under-pricing of goods and services. The definitions of the IEA Statistical Manual (IEA, 2005) and the Agreement on Subsidies and Countervailing Measures (ASCM) under the World Trade Organization (WTO) (WTO, 1994) are used to define fossil fuel subsidies. Standardised descriptions from the United Nations Statistical Office’s Central Product Classification should be used to classify individual energy products. It is proposed to drop the wording “as a proportion of total national expenditure on fossil fuels” and thus this indicator is effectively ""Amount of fossil fuel subsidies per unit of GDP (production and consumption)"". Rationale: The scale and impact of fossil fuel subsidies presents both challenges and opportunities for achieving the goals of the 2030 Agenda on Sustainable Development. For one, the use of fossil fuels, and their promotion through subsidy schemes, adversely affects the ability of governments to attain key goals, such as reducing poverty, improving health, reaching gender equality, providing access to energy, and addressing climate change. At the same time, there is a need to ensure that poor households that are particularly vulnerable to price increases obtain or retain access to energy. Energy-dependent sectors of the economy can be affected, particularly by abrupt changes in prices. Any successful reform therefore requires careful analysis and adapted mitigation measures. For another, reallocating fossil fuel subsidies to sectors that are relevant for development could give a boost to reaching the SDGs. Awareness and understanding of existing subsidies based on credible data is necessary to increase transparency and inform decision-making. Reporting against a global indicator measuring consumer and producer fossil fuel subsidies provides a global picture that encompasses both consumer and producer subsidies. It allows for tracking of national and global trends and serve as an important guide for policy-making."
13.1.1,SDG-indicator-pdfs/Metadata-13-01-01.pdf,"This indicator measures the number of people who died, went missing or were directly affected by disasters per 100,000 population."
13.1.2,SDG-indicator-pdfs/Metadata-13-01-02.pdf,
13.1.3,SDG-indicator-pdfs/Metadata-13-01-03.pdf,
13.2.1,SDG-indicator-pdfs/Metadata-13-02-01.pdf,
13.2.2,SDG-indicator-pdfs/Metadata-13-02-02.pdf,
13.3.1,SDG-indicator-pdfs/Metadata-13-03-01.pdf,"Indicator 4.7.1/12.8.1/13.3.1 measures the extent to which countries mainstream Global Citizenship Education (GCED) and Education for Sustainable Development (ESD) in their education systems. This is an indicator of characteristics of different aspects of education systems: education policies, curricula, teacher training and student assessment as reported by government officials, ideally following consultation with other government ministries, national human rights institutes, the education sector and civil society Last updated: 7 May 2021 organizations. It measures what governments intend and not what is implemented in practice in schools and classrooms. For each of the four components of the indicator (policies, curricula, teacher education, and student assessment), a number of criteria are measured, which are then combined to give a single score between zero and one for each component. (See methodology section for full details.) The indicator and its methodology have been reviewed and endorsed by UNESCO’s Technical Cooperation Group on the Indicators for SDG 4-Education 2030 (TCG), which is responsible for the development and maintenance of the thematic indicator framework for the follow-up and review of SDG 4. The TCG also has an interest in education-related indicators in other SDGs, including global indicators 12.8.1 and 13.3.1. The TCG is composed of 38 regionally representative experts from UNESCO Member States (nominated by the respective geographic groups of UNESCO), as well as international partners, civil society, and the Co-Chair of the Education 2030 Steering Committee. The UNESCO Institute for Statistics acts as the Secretariat."
13.a.1,SDG-indicator-pdfs/Metadata-13-0a-01.pdf,
13.b.1,SDG-indicator-pdfs/Metadata-13-0b-01.pdf,
14.1.1,SDG-indicator-pdfs/Metadata-14-01-01.pdf,"The indicator includes 14.1.1a Index of coastal eutrophication (ICEP) and 14.1.1b Plastic debris density. SDG 14.1.1a and SDG 14.1.1b will described as two indicators. Across the 14.1.1a and 14.1.1b, two levels are proposed: Level 1: Globally available data from earth observations and modelling Level 2: National data which will be collected from countries (through the relevant Regional Seas Programme, where applicable (i.e. for countries that are a member of a Regional Seas Programme) Level 3: Additional indicators which are suggested that countries might consider collecting (these are not discussed in this document) Last updated: 8 February 2021 The below tables demonstrate the proposed parameters for SDG Target 14.1.1a and 14.1.1b. Table 1: Monitoring parameters for eutrophication to track progress against SDG Indicator 14.1.1a. Monitoring parameters Level 1 Level 2 Level 3 Reporting Frequency Indicator for Coastal Eutrophication Potential (N and P loading) X Five years Chlorophyll-a deviations (remote sensing) X Annual Chlorophyll-a concentration (remote sensing and in situ) X 4 years (aligned with Regional Seas) National modelling of indicator for Coastal Eutrophication Potential (ICEP) X Total Nitrogen of DIN (dissolved inorganic nitrogen) X Total Phosphorus or DIP (dissolved inorganic phosphorus) X Total silica X Dissolved oxygen X NA Biological/chemical oxygen demand (BOD/COD) X NA Total organic carbon (TOC) X NA Turbidity (remote sensing) X NA River parameters from SDG 6.3.2 X NA Other water parameters (O2 % saturation, Secchi depth, river discharge, salinity, temperature, pH, alkalinity, organic carbon, toxic metals, persistent organic pollutants) X NA Microalgal growth, harmful algal blooms, submerged aquatic vegetation coverage, biodiversity and hypoxia X NA Table 2: Monitoring parameters for marine plastic litter to track progress against SDG Indicator 14.1.1b. Monitoring parameters (and methods) Level 1 Level 2 Level 3 Reporting Frequency Plastic patches greater than 10 meters* X Annual Beach litter originating from national land-based sources X Two years Beach litter (beach surveys) X 4 years (aligned with Regional Seas) Floating plastics (visual observation, manta trawls) X Water column plastics (demersal trawls) X Seafloor litter (benthic trawls (e.g. fish survey trawls), divers, video/camera tows, submersibles, remotely operated vehicles) X Beach litter microplastics (beach samples) X Floating microplastics (manta trawls, e.g. Continuous Plankton Recorder) X Water column microplastics (demersal plankton trawls) X Seafloor litter microplastics (sediment samples) X Plastic ingestion by biota (e.g. birds, turtles, fish) X Plastic litter in nests X Entanglement (e.g. marine mammals, birds) X Plastic pollution potential (based on the use and landfilling of plastics) X Last updated: 8 February 2021 River litter X Other parameters related to plastic consumption and recycling X Health indicators (human health and ecosystem health) X A full methodology for this indicator is available in the document entitled, “Global Manual on Ocean Statistics for Measuring SDG 14.1.1, 14.2.1 and 14.5.1”."
14.2.1,SDG-indicator-pdfs/Metadata-14-02-01.pdf,"Regional Seas Coordinated Indicator 22 ‘Integrated Coastal Zone Management (ICZM) is proposed as the primary indicator. For countries with Marine/Maritime Spatial Planning (MSP) in place, these plans can be helpful to assess ICZM. For other countries, it is important to identify ways to measure existing plans and to build capacity for integrated planning. All data for this indicator will be based on country submissions to the Regional Seas Programme. In order to promote the use of the Regional Seas as part of the follow-up and review mechanism for the Regional Seas, UNEP drafted report on how Regional Seas data could be directly used for the SDGs (see https://wedocs.unep.org/bitstream/handle/20.500.11822/27295/ocean_SDG.pdf?sequence=1&isAllowed=y). Last updated: 8 February 2021 A full methodology for this indicator is available in the document entitled, “Global Manual on Ocean Statistics for Measuring SDG 14.1.1, 14.2.1 and 14.5.1”."
14.3.1,SDG-indicator-pdfs/Metadata-14-03-01.pdf,
14.4.1,SDG-indicator-pdfs/Metadata-14-04-01.pdf,"The indicator, Proportion of marine fish stocks within biologically sustainable levels, measures the sustainability of the world's marine capture fisheries by their abundance. A fish stock whose abundance is at or greater than the level that can produce the maximum sustainable yield (MSY) is classified as biologically sustainable. In contrast, when abundance falls below the MSY level, the stock is considered biologically unsustainable. Last updated: February 2021 MSY is defined as the greatest amount of catch that can be harvested continuously from a stock under constant and current environmental conditions (e.g., habitat, water conditions, species composition and interactions, and anything that could affect birth, growth, or death rates of the stock) without affecting the long-term productivity of the stock. The indicator measures the sustainability of fish resources based a good balance between human use and ecological conservation. MSY-based reference points are the most common type of reference points used in fisheries management today. This is primarily because, for decades, reference points from surplus production models have most often been set based on the concept of MSY and they are the basic benchmarks for the sustainability of fisheries set by the UN Convention on the Law of the Sea (UNCLOS, Article 61(3))."
14.5.1,SDG-indicator-pdfs/Metadata-14-05-01.pdf,"The indicator Coverage of protected areas in relation to marine areas shows temporal trends in the mean percentage of each important site for marine biodiversity (i.e., those that contribute significantly to the global persistence of biodiversity) that is covered by designated protected areas and Other Effective Area-based Conservation Measures (OECMs)."
14.6.1,SDG-indicator-pdfs/Metadata-14-06-01.pdf,"Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing."
14.7.1,SDG-indicator-pdfs/Metadata-14-07-01.pdf,
14.a.1,SDG-indicator-pdfs/Metadata-14-0a-01.pdf,"Definitions and mechanisms used in the development of the SDG indicator 14.a.1 are based on the IOC Criteria and Guidelines on Transfer of Marine Technology – IOCCGTMT (originally published and endorsed by IOC Member States in 2005. These guidelines provide an internationally agreed definition of what is understood by the term marine technology and have been referenced in various UN General Assembly Resolutions and specifically in the formulation of SDG target 14.a. These are further explained in the Global Ocean Science Report (GOSR) referenced below. Last updated: 15 February 2021 Marine technology as defined in the IOCCGTMT refers to instruments, equipment, vessels, processes and methodologies required to produce and use knowledge to improve the study and understanding of the nature and resources of the ocean and coastal areas. Toward this end, marine technology may include any of the following components: a) Information and data, in a user-friendly format, on marine sciences and related marine operations and services; b) Manuals, guidelines, criteria, standards, reference materials; c) Sampling and methodology equipment (e.g., for water, geological, biological, chemical samples); d) Observation facilities and equipment (e.g. remote sensing equipment, buoys, tide gauges, shipboard and other means of ocean observation); e) Equipment for in situ and laboratory observations, analysis and experimentation; f) Computer and computer software, including models and modelling techniques; g) Expertise, knowledge, skills, technical/scientific/legal know-how and analytical methods related to marine scientific research and observation. Indicator 14.a.1 shows the annual national research budget allocated by governments in the field of marine technology, relative to the overall national governmental research and development budget in general. Unit: percentage; raw data in national currency. The proportion can be calculated, and if needed, data can be converted by the international agency into USD."
14.b.1,SDG-indicator-pdfs/Metadata-14-0b-01.pdf,Progress by number of countries in the degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries.
14.c.1,SDG-indicator-pdfs/Metadata-14-0c-01.pdf,"Sustainable Development Goal (SDG) indicator 14.c.1 measures the number of countries making progress in the ratification of, accession to and implementation of ocean-related instruments that implement international law, as reflected in the United Nations Convention on the Law of the Sea (UNCLOS), for the conservation and sustainable use of the oceans and their resources. There are two aspects to this indicator: Last updated: February 2021 • the number of countries making progress in ratifying and acceding to ocean-related instruments that implement international law as reflected in UNCLOS for the conservation and sustainable use of the oceans and their resources, and • the number of countries making progress in implementing such instruments through legal, policy and institutional frameworks."
15.1.1,SDG-indicator-pdfs/Metadata-15-01-01.pdf,Forest area as a proportion of total land area
15.1.2,SDG-indicator-pdfs/Metadata-15-01-02.pdf,"The indicator Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type shows temporal trends in the mean percentage of each important site for terrestrial and freshwater biodiversity (i.e., those that contribute significantly to the global persistence of biodiversity) that is covered by designated protected areas and Other Effective Area-based Conservation Measures (OECMs)."
15.2.1,SDG-indicator-pdfs/Metadata-15-02-01.pdf,"“Sustainable forest management” (SFM) is a central concept for Goal 15 and target 15.1 as well as for target 15.2. It has been formally defined, by the UN General Assembly, as follows: [a] dynamic and evolving concept [that] aims to maintain and enhance the economic, social and environmental values of all types of forests, for the benefit of present and future generations” (Resolution A/RES/62/98) The indicator is composed of five sub-indicators that measure progress towards all dimensions of sustainable forest management. The environmental values of forests are covered by three sub-indicators Last updated: February 2021 focused on the extension of forest area, biomass within the forest area and protection and maintenance of biological diversity, and of natural and associated cultural resources. Social and economic values of forests are reconciled with environmental values through sustainable management plans. The sub-indicator provides further qualification to the management of forest areas, by assessing areas which are independently verified for compliance with a set of national or international standards. The sub-indicators are: 1. Annual forest area change rate 2. Above-ground biomass stock in forest 3. Proportion of forest area located within legally established protect areas 4. Proportion of forest area under a long-term forest management plan 5. Forest area under an independently verified forest management certification scheme A dashboard is used to assess progress related to the five sub-indicators. The adoption of the dashboard approach aims at ensuring consideration of all dimensions of sustainable forest management and provides for clear view of areas where progress has been achieved."
